Name,Aura,CL,Slot,Price,Weight,Description,Requirements,Cost,Group,Source,AL,Int,Wis,Cha,Ego,Communication,Senses,Powers,MagicItems,FullText,Destruction,MinorArtifactFlag,MajorArtifactFlag,Abjuration,Conjuration,Divination,Enchantment,Evocation,Necromancy,Transmutation,AuraStrength,WeightValue,PriceValue,CostValue,Languages,BaseItem,LinkText,id,Mythic,LegendaryWeapon,Illusion,Universal,Scaling,IsIntelligentItem
Scroll of Abundant Ammunition,,1,none,,,Replaces nonmagical ammunition every round.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Restore Corpse,,1,none,,,Skeletal corpse grows flesh.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Air Bubble,,1,none,,,Creates a small pocket of air around your head or an object.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Instant Portrait,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Songbird,,1,none,,,Conjure music from a good-aligned plane.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Liberating Command,,1,none,,,Target makes an Escape Artist check as an immediate action and gains a bonus on it.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Recharge Innate Magic,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Cure Light Wounds,,1,none,,,Cures 1d8 damage + 1/level (max +5).,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Obscuring Mist,,1,none,,,Fog surrounds you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Stunning Barrier,,1,none,,,"Magical field grants a +1 bonus to AC and on saves, and stuns one creature attacking you.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Pesh Vigor,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Shadow Trap,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Cultural Adaptation,,1,none,,,Adapt to fit the local culture.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Planar Orientation,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Speechreader's Sight,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Pierce Facade,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Rune Trace,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Detect Charm,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Mirror Mantis,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Infernal Healing,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Bestow Planar Infusion I,,1,none,,,Grant a target the effects of a planar infusion.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Remove Sickness,,1,none,,,"Suppress disease, nausea, and the sickened condition.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Mighty Fist Of The Earth,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Stone Shield,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Dream Feast,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Pick Your Poison,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Murderous Crow,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Alleviate Addiction,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Celestial Healing,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Desperate Weapon,,1,none,,,Create an improvised weapon.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Guardian Armor,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Barbed Chains,,1,none,,, Hellish chains attack and cause a target to become shaken.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Bless Water,,1,none,,,Makes holy water.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Curse Water,,1,none,,,Makes water unholy.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Deathwatch,,1,none,,, Reveals how near death subjects within 30 ft. are.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Share Language,,1,none,,,Subject understands chosen language.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Whispering Lore,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Detect Animals or Plants,,1,none,,,Detects kinds of animals or plants.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Detect Secret Doors,,1,none,,,Reveals hidden doors within 60 ft.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Divine Favor,,1,none,,,You gain +1 per three levels on attack and damage rolls.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Doom,,1,none,,,"One subject takes –2 on attack rolls, damage rolls, saves, and checks.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Hide from Undead,,1,none,,, Undead can't perceive one subject/level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Inflict Light Wounds,,1,none,,,Touch deals 1d8 damage +1/level (max +5).,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Magic Stone,,1,none,,,"Three stones gain +1 on attack, deal 1d6 +1 damage.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Magic Weapon,,1,none,,,Weapon gains +1 bonus.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Protection From Chaos,,1,none,,,"+2 to AC and saves, plus additional protection against selected alignment.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Protection From Evil,,,none,,,"+2 to AC and saves, plus additional protection against selected alignment.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Protection From Good,,1,none,,,"+2 to AC and saves, plus additional protection against selected alignments.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Protection From Law,,1,none,,,"+2 to AC and saves, plus additional protection against selected alignments.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Sanctuary,,1,none,,," Opponents can't attack you, and you can't attack.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Shield Of Faith,,1,none,,, Aura grants +2 or higher deflection bonus.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Burning Disarm,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Shield the Banner,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Dancing Lantern,,1,none,,,Animates a lantern that follows you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Gorum's Armor,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Detect Thoughts,,3,none,,,Allows “listening” to surface thoughts.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Ray of Sickening,,1,none,,,Ray makes the subject sickened.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Sanctify Corpse,,1,none,,,Prevent a corpse from becoming an undead creature.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Weaponwand,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Identify,,1,none,,,Gives +10 bonus to identify magic items.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Reinforce Armaments,,1,none,,,Temporarily mitigates the fragile quality in targeted weapon or armor.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Sun Metal,,1,none,,,Weapon touched bursts into flames.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Aspect of the Nightingale,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Advanced Scurvy,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of True Strike,,1,none,,, +20 on your next attack roll.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Ironbeard,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Theft Ward,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Winter Feathers,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Marid's Mastery,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Detect Aberration,,1,none,,,Reveals presence of aberrations.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Ironbloom Sprouts,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Clarion Call,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Peasant Armaments,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Ceremony,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Anticipate Peril,,1,none,,,Target gains a bonus on one initiative check.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of See Alignment,,1,none,,,"Pick an alignment; in your sight, creatures and items with that alignment emit a ghostly radiance.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Discern Next Of Kin,,1,none,,,Read the target’s mind to learn about its family.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Bleeding Strike,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Heightened Awareness,,1,none,,,Your recall and ability to process information improve.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Abstemiousness,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Enhance Water,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Face Of The Devourer,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Fallback Strategy,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Firebelly,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Hairline Fractures,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Ice Armor,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Lighten Object,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Poisoned Egg,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Mind Thrust I,,1,none,,,Mentally deal 1d6 points of damage per level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
Scroll of Mindlink,,1,none,,,Communicate a great deal of information in an instant.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Touch Of Bloodletting,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Tracking Mark,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Unwelcome Halo,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Weapons Against Evil,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Lucky Number,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Psychic Reading,,1,none,,,Read surface thoughts to learn information about a subject.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Linked Legacy,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Blessed Fist,,1,none,,,Target doesn’t provoke attacks of opportunity with unarmed strikes.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Refine Improvised Weapon,,1,none,,,Transform improvised weapon into a masterwork simple or martial weapon.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Blend With Surroundings,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Cloak Of Secrets,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of True Skill,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Peace Bond,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Augury,,3,none,,, Learns whether an action will be good or bad.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Find Traps,,3,none,,, Notice traps as a rogue does.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Touch Of Blindness,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Status,,3,none,,," Monitors condition, position of allies.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Obscure Poison,,1,none,,,Make it harder to detect a poison or a venomous creature.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Grasping Corpse,,1,none,,, Cause a corpse to grab or trip a foe.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Hedging Weapons,,1,none,,, Floating weapons protect you and make ranged attacks.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Rite Of Bodily Purity,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Rite Of Centered Mind,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Scarify,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Ferment,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Spirit Share,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Build Trust,,3,none,,,Gain various bonuses when interacting with the target.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Funereal Weapon,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Preserve,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Resist Starvation,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Strand Of The Tangled Knot,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Hidden Spring,,1,none,,,"Discover a temporary spring of fresh, flowing water.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Positive Pulse,,1,none,,,Energy harms undead or bolsters the living.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Keyhole,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
"Scroll of Detect Magic, Greater",,3,none,,,"As detect magic, but learn more information.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Calm Emotions,,3,none,,,"Calms creatures, negating emotion effects.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Enthrall,,3,none,,,Captivates all within 100 ft. + 10 ft./level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Hold Person,,3,none,,,Paralyzes one humanoid for 1 round/level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Zone of Truth,,3,none,,,Subjects within range cannot lie.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Compassionate Ally,,3,none,,,Target is compelled to help injured ally.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Know Peerage,,3,none,,,Target uses your Knowledge (nobility) ranks.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Delay Pain,,3,none,,,Ignore pain for 1 hour/level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Bestow Weapon Proficiency,,3,none,,,Grants a creature proficiency in a single weapon for short period of time.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Intensify Psyche,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Mortal Terror,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Aid,,3,none,,," +1 on attack rolls and saves against fear, 1d8 temporary hp +1/level (max +10).",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Night Blindness,,1,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,
Scroll of Stalwart Resolve,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Blessing Of Luck And Resolve,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Touch Of Mercy,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Vexing Miscalculation,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Compel Tongue,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Hold Fey,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Sense Fear,,3,none,,, Perceive nearby creatures that are experiencing fear.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Bear's Endurance,,3,none,,,Subject gains +4 to Con for 1 min./level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Bull's Strength,,3,none,,,Subject gains +4 to Str for 1 min./level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Eagle's Splendor,,3,none,,,Subject gains +4 to Cha for 1 min./level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Sense Madness,,3,none,,, Determine mental disturbances in nearby creatures.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Make Whole,,3,none,,,Repairs an object.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Owl's Wisdom,,3,none,,,Subject gains +4 to Wis for 1 min./level.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Resist Energy,,3,none,,,Ignores 10 (or more) points of damage/attack from specified energy type.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Shatter,,3,none,,,Sonic vibration damages objects or crystalline creatures.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Shield Other,,3,none,,,You take half of subject’s damage.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Silence,,3,none,,,Negates sound in 20-ft. radius.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Locate Portal,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Undetectable Alignment,,3,none,,,Conceals alignment for 24 hours.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Boiling Blood,,3,none,,,Targets take fire damage; orcs get +2 Strength.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Disfiguring Touch,,3,none,,,Target becomes disfigured.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Protective Penumbra,,3,none,,,Shadow protects the target from light.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
"Scroll of Ant Haul, Communal",,3,none,,,"As ant haul, but you may divide the duration among creatures touched.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Effortless Armor,,3,none,,,Armor you wear no longer slows your speed.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
"Scroll of Endure Elements, Communal",,3,none,,,"As endure elements, but you may divide the duration among creatures touched.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Pilfering Hand,,3,none,,,You may seize an object or manipulate it from afar.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Savage Maw,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Ancestral Regression,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Blood Blaze,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Life Pact,,3,none,,,Affected creatures automatically donate hp to stabilize fallen ally.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Muffle Sound,,3,none,,,Allies gain a bonus on Stealth checks but risk verbal spell failure.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Shield Of Fortification,,3,none,,,Target gains a 25% chance to treat critical hits and sneak attacks as normal hits.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Silent Table,,3,none,,,Give yourself privacy by muffling sound.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Ironskin,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Blood In The Water,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Amplify Stench,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Ghost Whip,,3,none,,,Create a ghost touch whip that passes through objects.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of First World Revisions,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Fear The Sun,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Enchantment Sight,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
Scroll of Locate Object,,3,none,,,Senses direction toward object (specific or type).,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
"Scroll of Share Language, Communal",,5,none,,,"As share language, but you may divide the duration among creatures touched.",,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,375.0,,,,,,,,,,,
Scroll of Bone Fists,,3,none,,,,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Bloodbath,,3,none,,, Cause yourself and enemies to bleed.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Contact Entity I,,3,none,,, Ask eldritch entities to find and converse with you.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,
Scroll of Detect Anxieties,,5,none,,,Learn what makes creatures anxious.,,,Scroll,,,,,,,,,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,
