name,spellLevel,shortDescription,"Cleric, Druid, Wizard Scroll Cost",Sorcerer Scroll Cost,Bard Scroll Cost,"Paladin, Ranger Scroll Cost",Lowest Scroll Cost
Scroll of Bard's Escape,bard 5,You and allies escape an emergency by teleporting to safety.,0.0,0.0,1625.0,0.0,1625.0
Scroll of Blaze of Glory,paladin 4,"Last stand cures good creatures, hurts evil.",0.0,0.0,0.0,1000.0,1000.0
Scroll of Blightburn Weapon,"alchemist 4, inquisitor 4, magus 4, sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Chameleon Scales,"alchemist 1, druid 0, ranger 1, sorcerer/wizard 0",,12.5,12.5,0.0,25.0,12.5
Scroll of Enlarge Tail,"alchemist 1, antipaladin 1, druid 1, magus 1, sorcerer/wizard 1, summoner/unchained summoner 1, witch 1",,25.0,25.0,0.0,0.0,25.0
Scroll of Bow Spirit,ranger 4,Summons an invisible spirit that fires your arrows for you as a swift action.,0.0,0.0,0.0,1000.0,1000.0
Scroll of Shadow Dragon Aspect,"bard 4, sorcerer/wizard 4",,700.0,800.0,1000.0,0.0,700.0
Scroll of Strip Scales,"druid 4, sorcerer/wizard 5, witch 5",,700.0,1250.0,0.0,0.0,700.0
Scroll of Clashing Rocks,"druid 9, sorcerer/wizard 9",20d6 damage to target creature.,3825.0,4050.0,0.0,0.0,3825.0
Scroll of Shared Wrath,inquisitor 4,"As wrath, but affects multiple creatures.",0.0,0.0,0.0,0.0,0.0
Scroll of Stay the Hand,paladin 4,Subject cannot attack with melee weapon.,0.0,0.0,0.0,1000.0,1000.0
Scroll of Renovation,"bard 5, sorcerer/wizard 4",,700.0,800.0,1625.0,0.0,700.0
Scroll of Create Pit,"sorcerer/wizard 2, summoner/unchained summoner 2",Creates an extradimensional pit.,150.0,200.0,0.0,0.0,150.0
Scroll of Stunning Finale,bard 5,Stuns 3 creatures for 1 round.,0.0,0.0,1625.0,0.0,1625.0
Scroll of Tectonic Communion,druid 7,,2275.0,0.0,0.0,0.0,2275.0
Scroll of Draconic Suppression,"sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Dragonvoice,"alchemist 2, bard 2, sorcerer/wizard 2, witch 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Erode Defenses,"magus 2, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Gravity Well,"druid 6, sorcerer/wizard 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Illusory Hoard,"bard 4, sorcerer/wizard 5",,1125.0,1250.0,1000.0,0.0,1000.0
Scroll of Cauterizing Weapon,"bard 2, magus 2, ranger 2, sorcerer/wizard 3",,375.0,450.0,200.0,200.0,200.0
Scroll of Wrath,inquisitor 1,+1 attack and damage against target creature.,0.0,0.0,0.0,0.0,0.0
Scroll of Wall Of Light,"druid 5, sorcerer/wizard 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Blood Song,bard 4,,0.0,0.0,1000.0,0.0,1000.0
Scroll of Dust Of Twilight,"bard 2, sorcerer/wizard 2, bloodrager 2",Black particles extinguish light sources.,150.0,200.0,200.0,0.0,150.0
Scroll of Steal Book,"bard 3, inquisitor 3, sorcerer/wizard 3, witch 3",,375.0,450.0,525.0,0.0,375.0
Scroll of Anti-Summoning Shield,"bard 2, inquisitor 3, sorcerer/wizard 2, summoner/unchained summoner 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Righteous Blood,"inquisitor 2, paladin 2",,0.0,0.0,0.0,200.0,200.0
Scroll of Telepathic Censure,"bard 2, inquisitor 2",,0.0,0.0,200.0,0.0,200.0
Scroll of Wartrain Mount,"antipaladin 1, bard 2, druid 2, inquisitor 1, paladin 1, ranger 1, mesmerist 2",Animal gains the combat training general purpose.,150.0,0.0,200.0,25.0,25.0
Scroll of Geyser,"druid 4, sorcerer/wizard 5, magus 5",Creates a geyser of boiling water.,700.0,1250.0,0.0,0.0,700.0
Scroll of Grove of Respite,"druid 4, ranger 4, shaman 5",Creates trees and a small spring.,700.0,0.0,0.0,1000.0,700.0
Scroll of Hero's Defiance,paladin 1,Allows the use of lay on hands while falling unconscious.,0.0,0.0,0.0,25.0,25.0
Scroll of Hungry Pit,"sorcerer/wizard 5, summoner/unchained summoner 5","As create pit, but dealing 4d6 damage to those in it as it closes.",1125.0,1250.0,0.0,0.0,1125.0
Scroll of Jester's Jaunt,"bard 3, mesmerist 3",Teleport target within 30 ft. of itself.,0.0,0.0,525.0,0.0,525.0
Scroll of Borrowed Time,"alchemist 6, bard 6, magus 6, sorcerer/wizard 6",,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of King's Castle,paladin 4,Instantly switch places with a single ally.,0.0,0.0,0.0,1000.0,1000.0
Scroll of Imbue With Flight,sorcerer/wizard 4,,700.0,800.0,0.0,0.0,700.0
Scroll of Protective Spirit,ranger 2,Protects from attacks of opportunity.,0.0,0.0,0.0,200.0,200.0
Scroll of Accursed Glare,"antipaladin 3, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Share Skin,"druid 6, witch 6",,1650.0,0.0,0.0,0.0,1650.0
"Scroll of Share Skin, Greater",witch 8,,0.0,0.0,0.0,0.0,0.0
Scroll of Blood Boil,"magus 5, sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Rune Of Jandelay,"sorcerer/wizard 9, witch 9",,3825.0,4050.0,0.0,0.0,3825.0
Scroll of Purging Finale,bard 3,Removes one negative effect.,0.0,0.0,525.0,0.0,525.0
Scroll of Purified Calling,summoner/unchained summoner 4,Eidolon summoned is fully healed.,0.0,0.0,0.0,0.0,0.0
Scroll of Rampart,"druid 7, sorcerer/wizard 7",Creates 5-ft.-thick earthen barrier.,2275.0,2450.0,0.0,0.0,2275.0
"Scroll of Rejuvenate Eidolon, Lesser",summoner/unchained summoner 1,Eidolon cured 1d10 damage +1/level (max +5).,0.0,0.0,0.0,0.0,0.0
Scroll of Bite the Hand,"druid 3, inquisitor 3, sorcerer/wizard 4, summoner/unchained summoner 3, witch 4",,375.0,800.0,0.0,0.0,375.0
"Scroll of Harrowing, Greater","bard 5, sorcerer/wizard 6, witch 6",,1650.0,1800.0,1625.0,0.0,1625.0
Scroll of Rejuvenate Eidolon,summoner/unchained summoner 3,"As lesser rejuvenate eidolon, but cures 3d10 damage +1/level (max +10).",0.0,0.0,0.0,0.0,0.0
"Scroll of Rejuvenate Eidolon, Greater",summoner/unchained summoner 5,"As lesser rejuvenate eidolon, but cures 5d10 damage +1/level (max +20).",0.0,0.0,0.0,0.0,0.0
Scroll of Possession Trap,"sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Empower Holy Water,"alchemist 2, bard 2, paladin 1",,0.0,0.0,200.0,25.0,25.0
Scroll of Resurgent Transformation,alchemist 5,Gain second wind when close to death.,0.0,0.0,0.0,0.0,0.0
Scroll of Reviving Finale,bard 3,Allies cured 2d6 damage.,0.0,0.0,525.0,0.0,525.0
"Scroll of Bite the Hand, Mass","druid 6, inquisitor 6, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7",,1650.0,2450.0,0.0,0.0,1650.0
Scroll of Blade Snare,"druid 3, magus 3, ranger 3, sorcerer/wizard 3",,375.0,450.0,0.0,525.0,375.0
Scroll of Sequester Thoughts,"bard 3, sorcerer/wizard 5",,1125.0,1250.0,525.0,0.0,525.0
Scroll of Martial Marionette,bard 3,,0.0,0.0,525.0,0.0,525.0
Scroll of Seamantle,"druid 8, sorcerer/wizard 8",Sheathes you in protective water.,3000.0,3200.0,0.0,0.0,3000.0
Scroll of Pugwampi's Grace,"bard 2, sorcerer/wizard 3, witch 3",,375.0,450.0,200.0,0.0,200.0
Scroll of Companion Mind Link,"druid 3, ranger 3","You can talk with your animal companion, and can handle it with supernatural ease.",375.0,0.0,0.0,525.0,375.0
Scroll of Slipstream,"druid 2, ranger 2, sorcerer/wizard 2, bloodrager 2",Wave boosts creature’s speed.,150.0,200.0,0.0,200.0,150.0
Scroll of Languid Bomb Admixture,alchemist 5,Empowers bombs you throw to cause fatigue in those directly hit or splashed by the bomb.,0.0,0.0,0.0,0.0,0.0
Scroll of Lose The Trail,"antipaladin 2, ranger 1, sorcerer/wizard 1",,25.0,25.0,0.0,25.0,25.0
Scroll of Solid Note,bard 1,Creates tangible music note.,0.0,0.0,25.0,0.0,25.0
Scroll of Night Of Blades,"antipaladin 4, inquisitor 3, ranger 4, sorcerer/wizard 3, summoner/unchained summoner 3",,375.0,450.0,0.0,1000.0,375.0
Scroll of Spiked Pit,"sorcerer/wizard 3, summoner/unchained summoner 3","As create pit, but filled with spikes.",375.0,450.0,0.0,0.0,375.0
Scroll of Stone Call,"druid 2, ranger 2, sorcerer/wizard 2, magus 2, bloodrager 2",2d6 damage to all creatures in area.,150.0,200.0,0.0,200.0,150.0
Scroll of Litany Of Eloquence,"antipaladin 2, inquisitor 3, paladin 2",Fascinates a single creature for 1 round.,0.0,0.0,0.0,200.0,200.0
Scroll of Stumble Gap,sorcerer/wizard 1,Small hole trips creatures.,25.0,25.0,0.0,0.0,25.0
Scroll of Litany Of Madness,"antipaladin 4, inquisitor 6",A single target is confused for at least 1 round.,0.0,0.0,0.0,0.0,0.0
Scroll of Litany of Sloth,"antipaladin 1, inquisitor 1, paladin 1",Single target cannot make attacks of opportunity for 1 round.,0.0,0.0,0.0,25.0,25.0
Scroll of Numerological Evocation,"magus 3, sorcerer/wizard 3, witch 4",,375.0,450.0,0.0,0.0,375.0
Scroll of Spectral Saluqi,"sorcerer/wizard 6, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Detect Metal,"alchemist 1, bard 1, sorcerer/wizard 1, summoner/unchained summoner 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Summon Eidolon,summoner/unchained summoner 2,Instantly summons your eidolon for duration of spell.,0.0,0.0,0.0,0.0,0.0
Scroll of Technomancy,"bard 1, sorcerer/wizard 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Tsunami,"druid 9, sorcerer/wizard 9, shaman 9",Huge wave damages and sweeps up all in its path.,3825.0,4050.0,0.0,0.0,3825.0
Scroll of Resounding Clang,bard 2,,0.0,0.0,200.0,0.0,200.0
Scroll of Sabotage Construct,"bard 5, inquisitor 5, sorcerer/wizard 6, witch 6",,1650.0,1800.0,1625.0,0.0,1625.0
Scroll of Antitech Field,"druid 6, sorcerer/wizard 7",,1650.0,2450.0,0.0,0.0,1650.0
Scroll of Destroy Robot,"druid 5, sorcerer/wizard 6",,1125.0,1800.0,0.0,0.0,1125.0
Scroll of Vomit Swarm,"alchemist 2, witch 2",Produces a spider swarm that fights for you.,0.0,0.0,0.0,0.0,0.0
Scroll of Rebuke Technology,"druid 4, sorcerer/wizard 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Wall of Lava,"druid 8, sorcerer/wizard 8","Wall damages foes that try to enter, periodically launches lava at nearby targets.",3000.0,3200.0,0.0,0.0,3000.0
Scroll of Acidic Spray,"magus 5, sorcerer/wizard 5",1d6/level acid damage plus 1 round of acid.,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Beastspeak,"druid 2, shaman 2, witch 2",Speak normally while in animal form.,150.0,0.0,0.0,0.0,150.0
Scroll of Cosmic Ray,"magus 5, sorcerer/wizard 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Gravity Sphere,"druid 6, sorcerer/wizard 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Aggressive Thundercloud,"druid 2, magus 2, sorcerer/wizard 2, witch 2",Flying storm cloud deals 3d6 electricity damage.,150.0,200.0,0.0,0.0,150.0
"Scroll of Aggressive Thundercloud, Greater","druid 4, magus 4, sorcerer/wizard 4, witch 4",Flying storm cloud deals 6d6 electricity damage.,700.0,800.0,0.0,0.0,700.0
Scroll of Air Geyser,"bloodrager 3, druid 3, magus 3, shaman 4, sorcerer/wizard 3, witch 3",Blast of air deals 2d6 bludgeoning damage and knocks opponent upward.,375.0,450.0,0.0,0.0,375.0
Scroll of Alter Musical Instrument,"bard 1, sorcerer/wizard 1, witch 1, occultist 1",Make one instrument sound like a different kind of instrument.,25.0,25.0,25.0,0.0,25.0
Scroll of Banshee Blast,"sorcerer/wizard 6, witch 6, spiritualist 6",Cone deals 1d4 per level and panics creatures.,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Barrow Haze,"sorcerer/wizard 3, witch 3",Fog obscures the vision of others and extends the range of your hexes.,375.0,450.0,0.0,0.0,375.0
Scroll of Enemy Insight,ranger 2,Grant others a bonus against your favored enemies.,0.0,0.0,0.0,200.0,200.0
Scroll of Bestow Auras,"antipaladin 3, paladin 3",Transfer your paladin or antipaladin auras to another creature.,0.0,0.0,0.0,525.0,525.0
Scroll of Blade Lash,"bloodrager 1, magus 1",Use your weapon like a whip to trip an opponent.,0.0,0.0,0.0,0.0,0.0
Scroll of Blazing Rainbow,druid 6,Create bow with brilliant energy arrows or a bridge that helps allies and hinders opponents.,1650.0,0.0,0.0,0.0,1650.0
Scroll of Blood Sentinel,"alchemist 3, sorcerer/wizard 3",Animate an animal sculpture to be your temporary familiar.,375.0,450.0,0.0,0.0,375.0
Scroll of Body Capacitance,"alchemist 1, sorcerer/wizard 1",Store electricity attacks used against you and release the energy as a touch attack.,25.0,25.0,0.0,0.0,25.0
"Scroll of Chameleon Stride, Greater",ranger 3,"As chameleon strideAPG, but affecting all nearby creatures.",0.0,0.0,0.0,525.0,525.0
Scroll of Ash Storm,"druid 3, sorcerer/wizard 3, witch 3",Hamper vision and movement.,375.0,450.0,0.0,0.0,375.0
Scroll of Companion Life Link,"druid 2, ranger 2, sorcerer/wizard 2, witch 2",Sense whenever your companion is wounded and call out to it in a time of need.,150.0,200.0,0.0,200.0,150.0
Scroll of Creeping Ice,"druid 4, sorcerer/wizard 4, summoner 3, unchained summoner 4",Sheet of ice slowly spreads outward on a horizontal surface.,700.0,800.0,0.0,0.0,700.0
Scroll of Disable Construct,"alchemist 3, sorcerer/wizard 3, witch 3",Touch attack makes a construct helpless for 1 round/level.,375.0,450.0,0.0,0.0,375.0
Scroll of Sense Spirit Magic,shaman 1,Gain bonuses on identifying and resisting spells associated with your spirits.,0.0,0.0,0.0,0.0,0.0
Scroll of Blood Mist,"druid 8, shaman 8",Mist causes Wisdom damage and rage.,3000.0,0.0,0.0,0.0,3000.0
Scroll of Familiar Double,witch 7,"As project image, but the image follows your familiar.",0.0,0.0,0.0,0.0,0.0
"Scroll of Flaming Sphere, Greater","bloodrager 4, druid 4, magus 4, sorcerer/wizard 4, occultist 4",Rolling ball of fire deals 6d6 fire damage and ignites targets.,700.0,800.0,0.0,0.0,700.0
Scroll of Flexible Fury,bard 3,Swap one rage power for another.,0.0,0.0,525.0,0.0,525.0
Scroll of Burst of Nettles,druid 3,Burst deals 3d6 damage and 1d6 acid.,375.0,0.0,0.0,0.0,375.0
Scroll of Gentle Breeze,"druid 1, shaman 1, sorcerer/wizard 1, witch 1","Light wind protects one target from clouds, gases, heat, and vapors.",25.0,25.0,0.0,0.0,25.0
Scroll of Heart Of The Metal,"magus 3, sorcerer/wizard 3, witch 3","Enable weapons to overcome DR like adamantine, cold iron, or silver.",375.0,450.0,0.0,0.0,375.0
Scroll of Heightened Reflexes,bard 2,Each ally in area gains a +10 bonus on one Reflex save.,0.0,0.0,200.0,0.0,200.0
Scroll of Hex Glyph,"shaman 3, witch 3",Inscription casts your hex on those who pass it.,0.0,0.0,0.0,0.0,0.0
"Scroll of Hex Glyph, Greater","shaman 5, witch 5",Inscription casts your hex or major hex on those who pass it.,0.0,0.0,0.0,0.0,0.0
Scroll of Hex Vulnerability,"shaman 1, witch 1",Reuse a hex on a specific target.,0.0,0.0,0.0,0.0,0.0
Scroll of Line In The Sand,"bloodrager 1, magus 1, sorcerer/wizard 1",Increase your attacks of opportunity per round.,25.0,25.0,0.0,0.0,25.0
"Scroll of Longstrider, Greater","druid 3, ranger 3","As longstrider, plus the speeds of other movement modes increase.",375.0,0.0,0.0,525.0,375.0
Scroll of Magnifying Chime,bard 6,Touched object deals increasing sonic damage each round.,0.0,0.0,2400.0,0.0,2400.0
Scroll of Mirror Polish,"sorcerer/wizard 1, witch 1, occultist 1",Polish a metal item until it’s usable as a mirror.,25.0,25.0,0.0,0.0,25.0
Scroll of Molten Orb,"bloodrager 2, magus 2, sorcerer/wizard 2, witch 2",Molten metal splash weapon deals 2d6 fire damage plus ongoing damage.,150.0,200.0,0.0,0.0,150.0
Scroll of Cape Of Wasps,"druid 4, witch 4",Wasp swarm defends or carries you.,700.0,0.0,0.0,0.0,700.0
Scroll of Caustic Eruption,sorcerer/wizard 7,Burst deals 1d6 acid/level and lingers.,2275.0,2450.0,0.0,0.0,2275.0
Scroll of Corrosive Consumption,"magus 5, sorcerer/wizard 5",Acidic patch damages an opponent.,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Corrosive Touch,"magus 1, sorcerer/wizard 1, summoner/unchained summoner 1, bloodrager 1",Touch attack deals 1d4 acid/level.,25.0,25.0,0.0,0.0,25.0
Scroll of Phantom Blood,"alchemist 1, bloodrager 1, magus 1, sorcerer/wizard 1, spiritualist 1",Gain temporary hp if Con loss would knock you out or kill you.,25.0,25.0,0.0,0.0,25.0
Scroll of Terrain Bond,ranger 4,Treat the terrain you are in as a favored terrain for the spell's duration.,0.0,0.0,0.0,1000.0,1000.0
Scroll of Polymorph Familiar,"shaman 3, sorcerer/wizard 3, witch 3",Give your familiar the shape of another animal.,375.0,450.0,0.0,0.0,375.0
Scroll of Repair Undead,sorcerer/wizard 1,Heals one undead of 1d8 hp + 1/level (max +5).,25.0,25.0,0.0,0.0,25.0
"Scroll of Repair Undead, Mass","sorcerer/wizard 5, spiritualist 5",Heals undead of 1d8 hp + 1/level; affects 1 undead/level.,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Eagle Aerie,"druid 6, summoner/unchained summoner 6",Summon 1 giant eagle/3 levels.,1650.0,0.0,0.0,0.0,1650.0
Scroll of Wild Instinct,"bloodrager 2, druid 2, ranger 2, shaman 2",,150.0,0.0,0.0,200.0,150.0
Scroll of Shield Companion,"paladin 2, ranger 2, shaman 2, sorcerer/wizard 3, summoner/unchained summoner 3","As shield other, but affecting your companion creature.",375.0,450.0,0.0,200.0,200.0
Scroll of Sickening Entanglement,"druid 2, ranger 2, shaman 2","As entangle, but plants have sickening sap.",150.0,0.0,0.0,200.0,150.0
Scroll of Ice Crystal Teleport,"sorcerer/wizard 6, summoner 5, witch 6, unchained summoner 6","Target is frozen, then teleported.",1650.0,1800.0,0.0,0.0,1650.0
Scroll of Icicle Dagger,"sorcerer/wizard 1, summoner/unchained summoner 1, witch 1, bloodrager 1, occultist 1",Masterwork ice dagger deals +1 cold damage.,25.0,25.0,0.0,0.0,25.0
Scroll of Sonic Form,"alchemist 6, bard 6, sorcerer/wizard 6",Turn yourself into a creature of semisolid sound.,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Stench Of Prey,"druid 3, ranger 3, shaman 3",Predatory animals must successfully save or attack the target.,375.0,0.0,0.0,525.0,375.0
Scroll of Mad Monkeys,"bard 3, druid 3, sorcerer/wizard 3, summoner/unchained summoner 3",Summon a swarm of mischievous monkeys.,375.0,450.0,525.0,0.0,375.0
Scroll of Toilsome Chant,bard 1,,0.0,0.0,25.0,0.0,25.0
Scroll of Raise Animal Companion,"druid 5, paladin 4, ranger 4","As raise dead, but on an animal.",1125.0,0.0,0.0,1000.0,1000.0
Scroll of Thorny Entanglement,"druid 3, ranger 3, shaman 3, witch 3","As entangle, plus plants make ranged attacks.",375.0,0.0,0.0,525.0,375.0
Scroll of Thunderstomp,"bloodrager 1, druid 1, magus 1, ranger 1, sorcerer/wizard 1",Trip one creature within range.,25.0,25.0,0.0,25.0,25.0
"Scroll of Thunderstomp, Greater","bloodrager 3, druid 3, magus 3, ranger 3, sorcerer/wizard 3",Trip multiple creatures within range.,375.0,450.0,0.0,525.0,375.0
Scroll of Vampiric Shadow Shield,"magus 5, sorcerer/wizard 5, spiritualist 5","As fire shield, except attackers take negative energy damage and attacks heal you.",1125.0,1250.0,0.0,0.0,1125.0
Scroll of Wave Shield,"bloodrager 1, druid 1, magus 1, shaman 1, sorcerer/wizard 1, witch 1",Water blunts one incoming attack or fire effect.,25.0,25.0,0.0,0.0,25.0
Scroll of Restore Eidolon,summoner/unchained summoner 3,Restoration for an eidolon.,0.0,0.0,0.0,0.0,0.0
"Scroll of Restore Eidolon, Lesser",summoner/unchained summoner 2,Lesser restoration for an eidolon.,0.0,0.0,0.0,0.0,0.0
Scroll of Summon Elder Worm,druid 9,Summon a giant purple worm.,3825.0,0.0,0.0,0.0,3825.0
Scroll of Widen Auras,"antipaladin 2, paladin 2",Increase the range of auras bestowed by your class.,0.0,0.0,0.0,200.0,200.0
Scroll of Shared Suffering,"antipaladin 2, inquisitor 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Wracking Ray,"sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Acid Maw,"druid 1, ranger 1",,25.0,0.0,0.0,25.0,25.0
Scroll of Unconscious Agenda,"bard 6, inquisitor 6, sorcerer/wizard 6, witch 6",,1650.0,1800.0,2400.0,0.0,1650.0
Scroll of Blood Salvation,bloodrager 3,,0.0,0.0,0.0,0.0,0.0
Scroll of Energy Hack,sorcerer/wizard 4,,700.0,800.0,0.0,0.0,700.0
Scroll of Imbue Hex,"shaman 5, witch 5",,0.0,0.0,0.0,0.0,0.0
Scroll of Phantom Hunt,"druid 4, ranger 4",,700.0,0.0,0.0,1000.0,700.0
Scroll of Keep Watch,"inquisitor 1, magus 1, paladin 1, ranger 1, sorcerer/wizard 1",,25.0,25.0,0.0,25.0,25.0
Scroll of Ice Slick,"druid 2, magus 2, ranger 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,200.0,150.0
Scroll of Hungry Earth,"druid 5, sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Augmenting Wall,"magus 5, sorcerer/wizard 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Bloody Arrows,"antipaladin 3, inquisitor 3, magus 3, ranger 3, shaman 4, sorcerer/wizard 4, witch 4",,700.0,800.0,0.0,525.0,525.0
Scroll of Calm Air,"druid 4, sorcerer/wizard 5, summoner/unchained summoner 4",,700.0,1250.0,0.0,0.0,700.0
Scroll of Conversing Wind,"bard 4, sorcerer/wizard 4",,700.0,800.0,1000.0,0.0,700.0
Scroll of Summon Froghemoth,druid 9,Summon a froghemoth.,3825.0,0.0,0.0,0.0,3825.0
Scroll of Telekinetic Volley,"magus 2, sorcerer/wizard 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Bouncy Body,"alchemist 1, bloodrager 1, sorcerer/wizard 1, witch 1",,25.0,25.0,0.0,0.0,25.0
Scroll of Summon Minor Ally,"druid 1, ranger 1",Summon 1d3 Tiny animals.,25.0,0.0,0.0,25.0,25.0
Scroll of Endothermic Touch,"druid 1, shaman 1, sorcerer/wizard 1, witch 1",,25.0,25.0,0.0,0.0,25.0
Scroll of Scale Spikes,"alchemist 2, bloodrager 2, druid 2, ranger 2, shaman 2, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,200.0,150.0
"Scroll of Scale Spikes, Greater","alchemist 4, bloodrager 4, druid 3, ranger 3, shaman 3, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,525.0,375.0
Scroll of Die For Your Master,"antipaladin 4, druid 5, sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Hollow Blades,"magus 2, ranger 1, shaman 3, sorcerer/wizard 3, witch 3",,375.0,450.0,0.0,25.0,25.0
Scroll of Runic Overload,"bloodrager 3, magus 4, sorcerer/wizard 5, witch 6",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Siphon Might,"druid 3, magus 3, sorcerer/wizard 3, summoner/unchained summoner 3, witch 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Steal Size,"bloodrager 2, druid 3, magus 3, sorcerer/wizard 2, witch 2",,150.0,200.0,0.0,0.0,150.0
Scroll of Disrupt Link,"antipaladin 2, bard 3, inquisitor 3, sorcerer/wizard 2, witch 2",,150.0,200.0,525.0,0.0,150.0
Scroll of Song of Kyonin,bard 4,,0.0,0.0,1000.0,0.0,1000.0
Scroll of Empathy Conduit,"shaman 5, sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Transfer Familiar,"sorcerer/wizard 6, witch 6",,1650.0,1800.0,0.0,0.0,1650.0
Scroll of Fiery Shuriken,sorcerer/wizard 2,Calls forth several fiery projectiles ready to be flung at opponents.,150.0,200.0,0.0,0.0,150.0
Scroll of Quick Throwing,"antipaladin 2, bloodrager 2, magus 2, paladin 2, ranger 2",,0.0,0.0,0.0,200.0,200.0
Scroll of Thunderous Footfalls,"sorcerer/wizard 3, summoner/unchained summoner 3",,375.0,450.0,0.0,0.0,375.0
Scroll of Thanatotic Fury,"sorcerer/wizard 4, witch 4",,700.0,800.0,0.0,0.0,700.0
Scroll of Life Conduit,summoner/unchained summoner 1,"You are bound even tighter to your eidolon than normal, and may share hit points with it through your life link ability.",0.0,0.0,0.0,0.0,0.0
Scroll of Darting Duplicate,"antipaladin 1, bard 1, magus 1, shaman 1, sorcerer/wizard 1, witch 1",,25.0,25.0,25.0,0.0,25.0
Scroll of Fiery Runes,"alchemist 2, bloodrager 2, druid 2, magus 2, sorcerer/wizard 2",,150.0,200.0,0.0,0.0,150.0
"Scroll of Life Conduit, Greater",summoner/unchained summoner 5,You transfer 3d6 hit points to your eidolon as a swift action.,0.0,0.0,0.0,0.0,0.0
Scroll of Rubberskin,"alchemist 4, magus 4, sorcerer/wizard 5, witch 5",,1125.0,1250.0,0.0,0.0,1125.0
Scroll of Umbral Weapon,"antipaladin 2, bard 2, magus 2, sorcerer/wizard 2, witch 2",,150.0,200.0,200.0,0.0,150.0
Scroll of Cheetah's Sprint,"bloodrager 1, druid 1, ranger 1, shaman 1, witch 1",,25.0,0.0,0.0,25.0,25.0
Scroll of Clear Grove,"druid 3, ranger 2, shaman 3, witch 3",,375.0,0.0,0.0,200.0,200.0
"Scroll of Life Conduit, Improved",summoner/unchained summoner 3,Transfers 2d6 hit points to your eidolon as a swift action.,0.0,0.0,0.0,0.0,0.0
Scroll of Raven's Flight,"bard 3, druid 3, inquisitor 3, magus 2, ranger 2, shaman 2, sorcerer/wizard 2, witch 2",,150.0,200.0,525.0,200.0,150.0
Scroll of Sense Vitals,"antipaladin 2, bard 2, ranger 2, sorcerer/wizard 2",,150.0,200.0,200.0,200.0,150.0
Scroll of Litany of Entanglement,"antipaladin 2, inquisitor 3, paladin 2",Entangles a creature for 1 round.,0.0,0.0,0.0,200.0,200.0
Scroll of Litany Of Escape,"antipaladin 3, inquisitor 4, paladin 3",Teleports a friend out of a grapple.,0.0,0.0,0.0,525.0,525.0
"Scroll of Mount, Communal","magus 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2, occultist 2","As mount, but you may divide the duration among creatures touched.",150.0,200.0,0.0,0.0,150.0
Scroll of Phantom Chariot,"sorcerer/wizard 4, summoner/unchained summoner 3, occultist 4, spiritualist 4",Conjures a quasi-real heavy chariot pulled by four horses.,700.0,800.0,0.0,0.0,700.0
Scroll of Phantom Driver,"bard 3, sorcerer/wizard 3, occultist 3, spiritualist 3",Conjures a phantom to drive vehicles.,375.0,450.0,525.0,0.0,375.0
